,tac0,tac1,tac2,tac3,sigma0,sigma1,sigma2,sigma3
302,-1.4838542,-1.1277267,-0.8115283,-0.6512062,0.8066156,0.78706497,0.89436036,0.77182597
303,-1.7491359,-1.3094299,-1.0898641,-0.7857481,0.8097994,0.7637663,0.7536564,0.88725954
304,-1.9055003,-1.5393302,-1.227609,-0.9169903,1.3245107,1.3893367,1.2552688,1.3277111
305,-1.7834721,-1.4503322,-1.1843796,-0.98713773,0.72798043,0.7386852,0.6825079,0.7837346
306,-2.141406,-1.8387282,-1.4674075,-1.277354,0.8947327,0.7494462,0.7630812,0.8345288
307,-2.162074,-1.7758603,-1.5165459,-1.2813063,0.8529438,0.86728114,0.92905384,0.94756526
308,-0.8357599,-0.5893051,-0.34911302,-0.15709716,1.5477368,1.0203747,0.8784262,0.9944735
309,-1.2476866,-0.95622253,-0.79068583,-0.56105447,0.80498946,0.80209476,0.8712147,0.8788965
310,-1.513646,-0.99324983,-0.8138436,-0.48953816,1.0286881,0.94684076,0.98336154,1.0433486
311,-1.6502025,-1.3472874,-1.1496528,-0.88278896,1.1026692,1.1276932,1.0275145,1.2187648
312,-2.2173793,-1.8963549,-1.6317481,-1.3981214,0.9219479,0.88952744,0.9014955,0.9075169
313,-0.7630701,-0.3663931,-0.17412066,0.12995522,1.1612767,1.3559632,1.1906785,1.2216966
314,-2.4548402,-2.1882184,-1.9619769,-1.6328516,0.8930367,0.7007351,0.7442154,0.7340559
315,-1.5157753,-0.98335665,-0.82320434,-0.69329923,0.9471217,1.4914012,0.9002411,0.9524519
316,-1.1858388,-1.0087562,-0.782404,-0.5061683,0.92683375,0.92184365,0.9020575,1.0132272
317,-1.8894458,-1.6760564,-1.4049555,-1.1995806,0.841018,0.87230587,0.8794292,0.83702755
318,-1.7823439,-1.6508889,-1.5088297,-1.1941154,0.82430804,0.94886005,0.8773987,1.0381812
319,-1.040846,-0.52302414,-0.37645486,-0.069873236,1.024632,1.0183762,0.99093235,1.0769432
320,-1.4181749,-1.2444854,-1.0630182,-0.9678369,1.252338,0.8134225,0.8757752,0.86017025
321,-1.2670889,-0.83783954,-0.6507038,-0.52825606,0.92116326,0.9076787,0.93435377,1.0225655
322,-1.4312912,-1.0169815,-0.77726585,-0.7384128,1.142211,1.1603866,1.2526025,1.1112298
323,-1.4493316,-1.2050259,-0.9160365,-0.7612782,1.1415093,1.0677048,1.066044,1.0740813
324,-1.6153115,-1.2786334,-1.1402341,-0.85706556,0.81559694,0.7658797,0.78414637,0.85813475
325,-1.9000623,-1.4388363,-1.1584831,-1.0195822,0.8253191,0.8258829,0.9833383,0.8670142
326,-1.9843001,-1.5085256,-1.1465143,-0.9782343,0.9745819,0.86416954,0.93058133,0.9710966
327,-2.4133554,-2.149952,-1.9284232,-1.7594464,0.94575655,0.90333873,0.98304456,1.0260373
328,-1.3247656,-1.0220852,-0.752172,-0.4837256,1.0705776,1.1216612,1.1115948,1.1197908
329,-1.0719697,-0.75918823,-0.65281713,-0.28862005,0.92956084,0.9072109,0.89573216,0.97337115
330,-1.2685691,-0.9457483,-0.7087637,-0.46988124,1.1412781,1.1981194,1.0652939,1.127168
331,-1.887883,-1.5514421,-1.2990686,-1.1863264,1.0441568,0.9509468,1.1111522,0.92514825
332,-1.9457638,-1.746408,-1.4088507,-1.2288833,0.95666707,1.0043627,1.0497632,1.1142465
333,-2.5224829,-2.1912603,-2.042226,-1.9489689,1.0147818,1.0726764,0.96200746,0.96058524
334,-2.290992,-1.9883295,-1.7604642,-1.550534,0.70294964,0.7845058,0.9081865,0.82388806
335,-1.5067662,-1.1228949,-0.8834354,-0.8094932,0.89520675,0.9371818,0.9667479,0.92798615
336,-2.3621361,-1.9664448,-1.6909328,-1.3459455,0.9489816,1.0075593,1.0528783,0.9923592
337,-2.0382204,-1.886724,-1.6905383,-1.6101692,1.2954892,1.3755413,1.4587913,1.3923547
338,-1.5971066,-1.0517846,-0.8781351,-0.7129207,1.1305423,1.1534978,1.1084596,1.1802164
339,-2.0533805,-1.6564208,-1.4051217,-0.9904828,0.9900513,0.98103565,0.9332342,1.0022075
340,-2.1952076,-1.8896711,-1.7629323,-1.2707455,1.2494819,0.9909312,1.0809102,1.3997009
341,-1.698193,-1.3158779,-1.030789,-0.87308496,1.0057743,1.0304239,1.1191761,1.0458885
342,-1.3074595,-1.0668825,-0.83186406,-0.61886156,1.2913804,1.1373737,1.1532881,1.2155151
343,-1.7598927,-1.4742573,-1.2521544,-0.7977108,1.0346682,0.99120325,0.97158355,1.0767385
344,-2.4324725,-2.0889864,-1.8118249,-1.5920811,0.92595667,0.94915825,0.9347609,1.0046229
345,-2.1669297,-2.0029879,-1.7686241,-1.4313389,1.1752089,1.0394813,1.0922884,1.1865131
346,-2.1005435,-1.8191347,-1.5364491,-1.3245845,1.1524053,1.097087,1.2228888,1.5247597
347,-1.9829646,-1.6601272,-1.3998477,-1.2360864,1.0127386,0.9744279,0.9736526,1.0213522
