,tac0,tac1,tac2,tac3,sigma0,sigma1,sigma2,sigma3
178,-1.8432605,-1.4497017,-1.2538427,-1.1318854,1.3299971,1.5227653,1.4006426,1.3768098
179,-2.3539085,-2.0215201,-1.8756465,-1.6570537,1.2078705,1.1511476,0.8835855,0.90271264
180,-3.0190673,-2.8027802,-2.5244238,-2.2220762,1.2668301,1.2506342,1.0944726,1.1722578
181,-2.5074778,-2.269857,-1.993753,-1.9656775,1.0660232,1.027042,1.0331925,1.207713
182,-2.4219062,-1.9532869,-1.7168626,-1.448661,0.89693934,0.9006005,0.8561234,0.9500669
183,-2.1545866,-1.8421803,-1.7206103,-1.426357,0.89147025,0.8845563,0.8893805,0.85956144
184,-2.3594089,-1.9290307,-1.7146157,-1.6631721,0.8534028,0.82081884,0.8768259,0.8625026
185,-3.3830419,-2.9824119,-2.7966924,-2.647611,1.1395869,0.6897771,0.8218993,0.79288274
186,-3.7905064,-3.6059592,-3.301299,-3.0129719,0.95678127,0.8069178,0.811098,0.98305416
187,-2.2867393,-2.0772226,-1.8217626,-1.8124644,1.1147575,1.1068091,0.9107027,0.98630935
188,-2.395851,-2.1110106,-1.8573886,-1.6054775,0.81002903,0.9213741,0.7838857,0.9295694
189,-2.5605721,-2.221424,-2.1069262,-1.8669981,0.7739566,0.75778663,0.74325126,0.8414046
190,-1.7388265,-1.4022771,-1.090797,-1.0613937,0.88240385,1.6735591,0.9450806,0.8935036
191,-2.5681593,-2.2659845,-2.1500182,-1.9601351,0.83754146,0.810098,0.76622695,0.8120307
192,-1.8740805,-1.6945268,-1.4589468,-1.2118753,0.6990601,0.8046191,0.7191542,0.74946314
193,-2.1131718,-1.725824,-1.5445049,-1.375753,0.9269263,0.9708881,0.89267796,1.3134245
194,-1.5271381,-1.2065648,-1.0632216,-0.79906356,0.924984,1.0480907,0.914036,1.1360755
195,-1.6743807,-1.3542066,-1.1791544,-1.0070741,0.783774,0.80962795,0.75844085,0.8463297
196,-2.5066657,-2.188709,-1.842506,-1.6992733,0.8167514,0.77034056,0.9466829,0.8003115
197,-1.6054574,-1.4193099,-1.0947918,-0.8528071,0.9246881,0.8580145,0.7809484,0.856198
198,-2.0908382,-1.7460431,-1.4571048,-1.3262771,0.6873929,0.70978874,0.7746527,0.81159675
199,-1.8630064,-1.5748805,-1.3710265,-1.1364312,0.8148127,0.77833945,0.8889138,0.92369086
200,-2.521933,-2.3149123,-1.9295737,-1.7734238,0.6989329,0.6807344,1.0563399,0.7034438
201,-2.0615861,-1.7316397,-1.574319,-1.3869655,0.7635048,0.79198664,1.0073016,0.7667415
202,-1.7073922,-1.485586,-1.329463,-1.0996311,0.8697732,0.75109726,0.7004614,1.0484169
203,-1.8965203,-1.5515047,-1.3548646,-1.0956897,0.73431766,0.79206884,0.75550497,0.76063764
204,-1.7225153,-1.4817413,-1.2139467,-1.0717233,0.8651257,0.8130131,0.86315656,0.97628933
205,-1.9297247,-1.6676167,-1.4508319,-1.241237,0.82222706,0.74663246,0.7071962,0.71543336
206,-2.0714295,-1.8276229,-1.5835867,-1.2961793,0.8621015,0.67274326,0.7478256,0.9154775
207,-2.174818,-1.931762,-1.7323623,-1.4278147,0.74473995,0.72655535,0.78350335,0.80063194
208,-1.6265925,-1.3770641,-1.1037195,-0.9751288,0.79599065,0.8651103,0.9515778,0.85927796
209,-2.0897403,-1.7562251,-1.5969307,-1.3765184,0.81634223,0.73311406,0.7279063,0.9777313
210,-2.1098201,-1.7628531,-1.3803704,-1.3607321,0.8304151,0.8224746,1.3474305,0.8619756
211,-2.3059342,-1.9876994,-1.5429441,-1.4002998,0.8034073,0.81940335,1.1052843,0.8905808
212,-1.6613152,-1.5052278,-1.3939456,-1.204955,1.2428465,0.8299646,1.3134831,0.86182165
213,-2.2219484,-1.7806839,-1.5123894,-1.4445065,0.82842827,0.81096715,0.77769154,0.79212
214,-1.6773037,-1.371513,-1.1136463,-0.85731286,0.8416842,0.9492935,0.77380824,0.7443442
215,-1.9622186,-1.7256856,-1.5285784,-1.296562,0.831857,0.9186438,0.7623701,0.84963244
216,-1.83998,-1.3409431,-1.1123765,-1.0467831,0.82505447,1.4594998,1.8192607,0.92228806
217,-1.5431411,-1.2697617,-1.1323463,-0.8066655,0.94322777,0.93168765,0.8633048,0.97973204
218,-1.2118512,-0.9784556,-0.6600336,-0.42697552,0.8897338,0.8311123,0.83135444,0.88914925
219,-1.4656055,-1.3827931,-1.1441203,-1.0033685,1.0470998,0.83695436,0.8863534,1.1382576
220,-2.0143332,-1.6296765,-1.5077264,-1.2752314,0.9037184,0.966252,0.9404476,0.96874547
221,-1.7003262,-1.3304248,-1.1501863,-0.9953436,1.0115068,1.0199782,1.0269009,1.0737875
222,-1.6906631,-1.2914478,-1.1250064,-0.89854854,0.99899817,1.2946501,0.9092571,0.89559215
223,-2.0566602,-1.8349456,-1.6215042,-1.2716736,0.9587342,0.8250131,0.9979095,1.5736492
224,-1.7933055,-1.4698123,-1.1360848,-0.98957425,0.9333675,1.1964693,0.87777054,1.2259426
225,-1.7687168,-1.4920686,-1.1205007,-0.96952015,0.8429032,0.8211196,0.93692243,0.84919035
226,-2.4523702,-2.2371678,-2.0658197,-1.8297385,0.96239996,0.82978237,0.90403324,0.96938044
227,-2.6668756,-2.380343,-2.0690312,-2.0679393,0.8859435,0.87520784,0.811485,0.8183796
228,-2.4174657,-2.180163,-1.937796,-1.5571872,1.129961,0.9871408,1.0058812,0.9681909
229,-2.0324783,-1.7254137,-1.5904335,-1.239863,1.1690294,1.1901349,0.90500206,0.7907734
230,-1.6525723,-1.4785018,-1.1203717,-0.9427219,0.9050159,0.93817955,0.988496,0.95259076
231,-2.6023667,-2.3119106,-2.016125,-1.9884957,0.87653464,0.86463094,0.83682233,0.9126039
232,-2.2835817,-2.0812967,-1.6762993,-1.5629985,1.0362158,0.96531075,2.074744,1.0010053
233,-2.896407,-2.656553,-2.417279,-2.2384503,1.2876122,1.2883775,1.3753493,1.3221914
234,-2.6776059,-2.384697,-2.1064398,-1.8150942,1.1625184,1.3584416,1.030003,1.0880891
235,-2.345618,-2.0970426,-1.8061403,-1.6295785,0.9207945,0.880546,0.8843862,1.0202934
236,-1.753489,-1.6303492,-1.383479,-1.2243437,1.073182,0.8971721,0.8281253,0.81955916
237,-2.0585315,-1.6579257,-1.4493655,-1.2474681,0.9605961,0.974709,0.9598808,1.0882741
238,-2.2393532,-2.0732977,-1.7923899,-1.6205869,0.85532236,0.7914565,0.88473266,1.027355
239,-2.46908,-2.1328325,-1.8598294,-1.6484822,0.9971108,0.8752217,1.0700779,0.9449315
240,-2.3302479,-2.0862427,-1.9234219,-1.717837,0.80622774,0.80448544,0.8745941,0.8621872
241,-2.2488797,-2.1427732,-1.7786391,-1.514782,1.0843937,1.4070803,0.95748526,1.3455688
242,-2.0241327,-1.6728822,-1.348845,-1.1280226,0.9689105,0.91469306,0.9406464,1.0595353
243,-2.202958,-1.9275914,-1.572993,-1.620296,1.1104031,1.0844547,1.2231511,0.9492798
244,-2.5597277,-2.3507648,-1.9676975,-1.6770608,1.3521583,1.8596476,2.0340009,1.422719
245,-2.2356913,-2.0408633,-1.7922676,-1.6059922,0.9306536,0.9171746,0.89908624,0.92107964
246,-2.041987,-1.8836204,-1.6077788,-1.3582695,1.363494,1.1772295,1.2652968,1.5403706
247,-2.2563639,-1.9504064,-1.6853231,-1.4660288,1.0793837,0.94019413,0.92689174,0.8923095
248,-2.2961457,-2.0372622,-1.6927085,-1.5742255,1.23537,1.1112214,1.4744608,1.185309
249,-1.8511946,-1.5144593,-1.2460399,-0.98075324,0.90134996,1.1207812,0.97551095,0.9392738
250,-2.3064392,-2.157355,-1.8797485,-1.4603192,1.1740676,0.9958984,1.0697232,1.1352189
251,-2.76457,-2.4664347,-2.1250305,-1.9515092,1.0964499,0.9895246,0.85437346,1.0367956
252,-2.262847,-1.9906712,-1.7744739,-1.3726356,0.9965466,0.97517097,0.9684387,0.99316734
253,-1.765798,-1.4449208,-1.3147341,-0.88184977,1.1086603,1.2357969,1.0509877,1.1779099
