,tac0,tac1,tac2,tac3,sigma0,sigma1,sigma2,sigma3
50,-1.4083574,-1.0690576,-0.88932693,-0.71687657,0.97931427,0.92233324,1.0226513,0.99922085
51,-2.2976859,-2.0835023,-1.8453075,-1.6846715,0.8725488,0.8859303,0.8901623,0.9217788
52,-2.467092,-2.2390084,-1.9940796,-1.7506355,0.89145994,0.8136981,0.8567116,0.8638595
53,-2.0588045,-1.6314292,-1.3746346,-1.1884294,0.88299036,0.8893026,0.92639446,0.93895143
54,-1.925403,-1.5196037,-1.371911,-1.2162122,1.0053068,1.0079932,1.0447884,1.0890841
55,-2.1156232,-1.8323472,-1.5916394,-1.3224891,0.8491117,0.8311117,0.7865701,0.79916406
56,-2.7284226,-2.4203916,-2.245434,-2.2165253,1.044837,1.0252267,0.9407728,1.0280077
57,-2.711185,-2.3452194,-2.2155564,-1.8602355,0.9163372,0.8699941,0.8614081,0.87811214
58,-3.2494378,-2.6878226,-2.480424,-2.3168466,0.86922944,0.84652454,0.8221697,0.911025
59,-3.0470219,-2.709476,-2.6115453,-2.418011,0.86949444,0.82874453,0.820335,0.9049025
60,-2.1870608,-1.7657367,-1.5596088,-1.5143044,0.90916365,0.82729006,0.82221454,0.876541
61,-1.9166874,-1.5747797,-1.3735342,-1.287956,0.8580792,0.83038837,0.8368167,0.8678104
