,tac0,tac1,tac2,tac3,sigma0,sigma1,sigma2,sigma3
90,0.5385709,0.41025382,0.34722996,0.45077878,1.8511033,1.2805334,1.3175488,1.3363205
91,0.7973994,1.0233301,0.8548334,0.93716556,1.6428757,1.8813761,1.6283451,2.079568
92,0.98517257,1.0583439,0.8966596,1.1017413,1.8898834,2.088633,2.1202056,2.1299832
93,1.0284612,1.0547544,0.969924,0.9277053,2.1449552,1.9435664,1.7786506,1.6973547
94,0.9673202,0.87704873,1.0795062,1.0362875,2.5411808,1.8557465,2.1707191,2.3873115
95,0.9861757,0.9723332,1.0699815,0.91384816,2.11882,1.8713529,2.3570945,2.5227532
96,0.40281773,0.69844866,0.53051174,0.5522618,1.2251358,1.9651912,1.2717856,1.8977865
97,0.6547239,0.72007453,0.7354361,0.5413425,1.6387925,1.4862763,1.8815117,1.5367854
98,0.661749,0.54775727,0.6832306,0.56238,2.017236,1.4333793,1.6746646,1.5885453
99,0.78928137,0.5959337,0.55983734,0.5248896,2.5999427,1.4439299,1.9190968,1.3619771
100,0.27008712,0.44492495,0.32968944,0.1893295,0.98698467,1.3080589,1.2538354,1.1301022
101,0.73126066,0.8764515,0.7866935,0.6800607,1.6293339,1.6174896,1.7498561,1.7637538
102,0.5365057,0.6026734,0.63417953,0.50067073,1.2894744,1.5370125,1.7849365,1.386336
103,0.6365989,0.82257223,0.6970593,0.62325954,1.2880965,2.5770903,1.834801,2.054823
104,0.49097097,0.3236555,0.3290286,0.4193923,1.3596267,1.2421752,1.2860361,1.5344043
105,0.5156133,0.51042736,0.72257143,0.6294202,2.0680828,1.4628019,1.7518016,1.3970089
106,0.63961554,0.5539373,0.71879005,0.7015693,1.4941379,1.6773992,1.4933375,1.999356
107,0.69286084,0.76397,0.7535802,0.73389447,1.5495203,2.2777364,1.8036158,1.7826202
108,0.7528111,0.6050004,0.83039784,0.66948575,1.5732071,1.4960432,2.7108796,1.6109649
109,0.5023372,0.4240998,0.5726285,0.5713498,1.4148556,1.3860288,1.991212,1.4823483
110,0.73436785,0.67875814,0.5493977,0.46900952,1.8410056,2.260788,1.2969997,1.1835924
111,0.73042357,0.803542,0.5270245,0.64957225,1.9297558,1.8344042,1.8189235,2.1191385
112,0.6351508,0.84976697,0.5828521,0.56699735,1.2294441,1.6772307,1.6176815,1.3705627
113,0.34510922,0.28745306,0.33448184,0.26058936,1.3159264,0.99051875,1.1845335,1.113834
114,0.39272296,0.42031533,0.48292524,0.46402958,1.2880158,1.6518439,1.6373702,1.4706197
115,0.73500955,0.6102436,0.5687032,0.67580825,1.4056034,1.3700987,1.4555922,1.2947192
116,0.7428895,0.6631568,0.5591675,0.65327954,1.8527124,1.5501047,1.5654403,1.662877
117,0.94289386,0.93277645,1.0372307,0.7536868,2.264018,2.1324584,2.0304885,1.6815687
118,0.5813848,0.70448613,0.75775266,0.47486377,1.4833833,1.7908382,1.4129537,1.4463198
119,0.5720616,0.3962012,0.55044484,0.49435404,1.2231181,1.2342691,1.2506984,1.1846274
120,0.6825839,0.54757863,0.7509407,0.579124,1.4627403,1.4911841,1.7092942,1.7072603
